frame,arquivo,gt,pred,levenshtein,acerto_por_letra,conf_media
260,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000260_pad16_0.jpg,88B88BB,8888608,4,0.4286,4.0
261,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000261_pad16_0.jpg,88B88BB,8888608,4,0.4286,4.0
262,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000262_pad16_0.jpg,88B88BB,8888608,4,0.4286,4.0
263,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000263_pad16_0.jpg,88B88BB,8888608,4,0.4286,4.0
264,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000264_pad16_0.jpg,88B88BB,8888608,4,0.4286,4.0
265,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000265_pad16_0.jpg,88B88BB,8888608,4,0.4286,4.0
266,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000266_pad16_0.jpg,88B88BB,8888608,4,0.4286,4.0
267,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000267_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
268,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000268_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
269,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000269_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
270,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000270_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
271,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000271_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
272,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000272_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
273,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000273_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
274,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000274_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
275,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000275_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
276,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000276_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
277,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000277_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
278,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000278_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
279,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000279_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
280,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000280_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
281,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000281_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
282,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000282_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
283,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000283_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
284,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000284_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
285,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000285_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
286,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000286_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
287,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000287_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
288,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000288_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
289,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000289_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
290,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000290_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
291,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000291_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
292,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000292_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
293,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000293_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
294,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000294_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
295,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000295_pad16_0.jpg,88B88BB,8888,3,0.5714,-0.8
296,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000296_pad16_0.jpg,88B88BB,888,4,0.4286,-0.8
297,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000297_pad16_0.jpg,88B88BB,888,4,0.4286,-0.8
298,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000298_pad16_0.jpg,88B88BB,888,4,0.4286,-0.8
299,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000299_pad16_0.jpg,88B88BB,888,4,0.4286,-0.8
300,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000300_pad16_0.jpg,88B88BB,888,4,0.4286,-0.8
301,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000301_pad16_0.jpg,88B88BB,888,4,0.4286,-0.8
302,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000302_pad16_0.jpg,88B88BB,888,4,0.4286,-0.8
303,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000303_pad16_0.jpg,88B88BB,888,4,0.4286,-0.8
304,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000304_pad16_0.jpg,88B88BB,888,4,0.4286,-0.8
305,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000305_pad16_0.jpg,88B88BB,888,4,0.4286,-0.8
306,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000306_pad16_0.jpg,88B88BB,888,4,0.4286,-0.8
307,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000307_pad16_0.jpg,88B88BB,888,4,0.4286,-0.8
